#{"t_start": 1787958908.5660124, "env_id": "None"}
r,l,t
-0.054258,12,727.963851
-0.002427,12,728.888804
0.561518,12,729.825366
0.229933,12,730.825959
0.345261,12,731.758018
-0.302188,12,732.621259
1.120898,12,733.548706
-0.497685,12,734.601504
-0.276823,12,735.64473
-0.491369,12,736.582268
-1.188377,12,737.384086
0.501112,12,738.355666
-0.41095,12,739.388014
-0.025906,12,740.315896
-0.19425,12,741.274409
0.087254,12,742.332355
-0.324719,12,743.391083
-0.537587,12,744.283685
0.900537,12,745.211947
0.622502,12,746.331369
0.420871,12,747.454873
0.139086,12,748.451539
0.314475,12,749.311427
-0.57415,12,750.31843
0.246165,12,751.198578
0.802801,12,752.10323
-0.099044,12,753.152514
-0.874046,12,754.028583
-0.055542,12,754.987362
0.385585,12,755.8136
-0.786944,12,756.758882
0.234879,12,758.297018
-0.564878,12,759.227295
-0.267655,12,760.040125
0.603704,12,761.05716
0.894593,12,762.004225
-0.125361,12,762.968897
-1.091397,12,763.977839
0.334218,12,765.116993
-0.004489,12,765.925497
0.317553,12,766.850759
-1.488253,12,767.743254
-0.350672,12,768.69753
-0.621864,12,769.44956
-0.159174,12,770.400847
-0.349629,12,771.32604
-1.535368,12,772.401146
-0.567528,12,773.360111
0.181482,12,774.403562
-0.529872,12,775.285635
-0.17818,12,776.29056
-1.276447,12,777.299006
-1.118675,12,778.306494
-0.025544,12,779.282557
-0.574602,12,780.217896
-1.921839,12,781.060595
-0.095294,12,782.055422
0.142567,12,783.053347
-0.048139,12,783.994221
-0.139198,12,784.892516
0.619066,12,785.86417
-0.560036,12,786.771505
-0.17136,12,787.997242
-0.645393,12,788.994663
0.430865,12,790.008286
-0.111368,12,791.007425
-0.121976,12,791.985507
0.065932,12,793.071806
0.085367,12,793.994077
-0.602304,12,794.797451
-0.984521,12,795.677824
0.927211,12,796.66354
-0.039122,12,797.650148
0.973124,12,798.879138
0.899023,12,799.745668
0.464161,12,800.524299
-0.048505,12,801.487402
-0.607375,12,802.354636
0.288875,12,803.394685
-0.1228,12,804.455097
-0.344466,12,805.385298
-0.59012,12,806.259843
-0.051306,12,807.352895
-0.278664,12,808.303885
-0.438334,12,809.317074
-0.04381,12,810.24479
-0.014919,12,811.292791
-0.527666,12,812.256596
-0.589871,12,813.287341
0.016591,12,814.114655
-0.647261,12,815.110583
-1.660143,12,816.064494
-0.367565,12,816.88339
0.172075,12,817.748259
-0.771014,12,818.537996
-0.288022,12,819.525768
-0.041269,12,820.47712
-2.627369,12,821.428239
-1.58643,12,822.427032
-0.810261,12,823.368637
-0.423009,12,824.32583
-0.762465,12,825.340487
-0.957472,12,826.31042
-0.148429,12,827.234463
0.538773,12,828.102729
-0.015491,12,828.834834
-0.299644,12,829.832337
0.555575,12,830.727367
-0.28277,12,831.656204
0.417259,12,832.662966
0.434476,12,833.554399
-1.580775,12,834.593752
-0.036779,12,835.477259
0.516415,12,836.402823
0.438469,12,837.284435
-0.177976,12,838.283402
0.420403,12,839.643071
-0.558307,12,840.57643
0.046832,12,841.628302
0.002183,12,842.627572
0.271637,12,843.550187
-0.579106,12,844.42861
-0.300528,12,845.373392
-0.171738,12,846.426908
-0.110547,12,847.335749
0.173189,12,848.106986
-0.406112,12,849.029847
-0.533506,12,849.984237
-0.846173,12,850.908909
0.336808,12,851.965741
-0.760459,12,852.911854
-0.246827,12,853.930144
0.418369,12,854.783689
1.105309,12,855.768918
-0.789484,12,856.640068
-0.679924,12,857.747028
0.417096,12,858.622438
-0.460917,12,859.603525
0.276663,12,860.55277
-0.059118,12,861.508737
0.744669,12,862.470414
0.74902,12,863.375044
-0.19506,12,864.146816
0.101425,12,865.185797
1.257853,12,866.074764
1.108157,12,866.885514
0.234656,12,867.976216
0.788353,12,868.800114
-1.33569,12,869.662402
-1.1,12,870.359145
-0.519615,12,871.353097
-0.342833,12,872.246619
0.090116,12,873.290932
1.101111,12,874.243798
-0.146323,12,875.298415
-0.203343,12,876.211131
-0.053781,12,877.166744
0.416896,12,878.078243
-0.332137,12,879.055012
-0.723849,12,880.571859
0.832341,12,881.443175
-0.32102,12,882.373183
0.00388,12,883.311255
0.097328,12,884.230242
-1.363015,12,885.166895
-0.199706,12,885.950619
0.582016,12,886.911618
0.679358,12,887.869204
0.167537,12,888.958799
0.359616,12,889.794543
0.183904,12,890.706009
-0.078616,12,891.840197
0.333343,12,892.915524
-0.252636,12,893.760789
-0.673325,12,894.510327
-0.130109,12,895.44909
-0.441513,12,896.422822
-0.900086,12,897.40899
-1.157805,12,898.190805
0.832783,12,899.132669
-0.027745,12,900.010164
0.601072,12,900.997341
-0.091746,12,901.961667
-2.368824,12,902.749412
1.122644,12,903.711781
-1.809242,12,904.677096
-0.321903,12,905.633569
-1.542983,12,906.681395
0.351765,12,907.572414
-0.475778,12,908.62923
-0.302388,12,909.649143
0.871269,12,910.451517
-0.749065,12,911.358545
0.423638,12,912.439013
0.691286,12,913.421988
-1.352612,12,914.48628
